match_id,ipl_season,team1,team2,toss_winner,toss_decision,match_won_by,win_type,win_margin,venue
335982,2008,Kolkata Knight Riders,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Kolkata Knight Riders,runs,140.0,"M Chinnaswamy Stadium, Bengaluru"
335983,2008,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,Chennai Super Kings,runs,33.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
335984,2008,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,Delhi Capitals,wickets,9.0,"Arun Jaitley Stadium, Delhi"
335985,2008,Mumbai Indians,Royal Challengers Bengaluru,Mumbai Indians,bat,Royal Challengers Bengaluru,wickets,5.0,"Wankhede Stadium, Mumbai"
335986,2008,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,bat,Kolkata Knight Riders,wickets,5.0,"Eden Gardens, Kolkata"
335987,2008,Punjab Kings,Rajasthan Royals,Punjab Kings,bat,Rajasthan Royals,wickets,6.0,Sawai Mansingh Stadium
335988,2008,Deccan Chargers,Delhi Capitals,Deccan Chargers,bat,Delhi Capitals,wickets,9.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
335989,2008,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Chennai Super Kings,runs,6.0,"MA Chidambaram Stadium, Chepauk, Chennai"
335990,2008,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,3.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
335991,2008,Punjab Kings,Mumbai Indians,Mumbai Indians,field,Punjab Kings,runs,66.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
335992,2008,Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,7.0,"M Chinnaswamy Stadium, Bengaluru"
335993,2008,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Chennai Super Kings,wickets,9.0,"MA Chidambaram Stadium, Chepauk, Chennai"
335994,2008,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,wickets,10.0,"Dr DY Patil Sports Academy, Mumbai"
335995,2008,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,Punjab Kings,wickets,4.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
335996,2008,Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,bat,Chennai Super Kings,runs,13.0,"M Chinnaswamy Stadium, Bengaluru"
335997,2008,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,Mumbai Indians,wickets,7.0,"Eden Gardens, Kolkata"
335998,2008,Delhi Capitals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Delhi Capitals,runs,10.0,"Arun Jaitley Stadium, Delhi"
335999,2008,Deccan Chargers,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,7.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
336000,2008,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Rajasthan Royals,runs,45.0,Sawai Mansingh Stadium
336001,2008,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Delhi Capitals,wickets,8.0,"MA Chidambaram Stadium, Chepauk, Chennai"
336002,2008,Deccan Chargers,Royal Challengers Bengaluru,Deccan Chargers,bat,Royal Challengers Bengaluru,wickets,5.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
336003,2008,Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,Punjab Kings,runs,9.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
336004,2008,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Mumbai Indians,runs,29.0,"Dr DY Patil Sports Academy, Mumbai"
336005,2008,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Rajasthan Royals,wickets,8.0,Sawai Mansingh Stadium
336006,2008,Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,6.0,"M Chinnaswamy Stadium, Bengaluru"
336007,2008,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,wickets,7.0,"MA Chidambaram Stadium, Chepauk, Chennai"
336008,2008,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,7.0,"Dr DY Patil Sports Academy, Mumbai"
336009,2008,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,4.0,"Arun Jaitley Stadium, Delhi"
336010,2008,Kolkata Knight Riders,Royal Challengers Bengaluru,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,5.0,"Eden Gardens, Kolkata"
336011,2008,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,8.0,Sawai Mansingh Stadium
336012,2008,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,9.0,"M Chinnaswamy Stadium, Bengaluru"
336013,2008,Chennai Super Kings,Punjab Kings,Punjab Kings,field,Chennai Super Kings,runs,18.0,"MA Chidambaram Stadium, Chepauk, Chennai"
336014,2008,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,23.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
336015,2008,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,3.0,Sawai Mansingh Stadium
336016,2008,Royal Challengers Bengaluru,Punjab Kings,Royal Challengers Bengaluru,bat,Punjab Kings,wickets,9.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
336017,2008,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,23.0,"Eden Gardens, Kolkata"
336018,2008,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,9.0,"Wankhede Stadium, Mumbai"
336019,2008,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Punjab Kings,runs,41.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
336020,2008,Delhi Capitals,Deccan Chargers,Deccan Chargers,field,Delhi Capitals,runs,12.0,"Arun Jaitley Stadium, Delhi"
336021,2008,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,8.0,"Wankhede Stadium, Mumbai"
336022,2008,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,Punjab Kings,runs,6.0,"Arun Jaitley Stadium, Delhi"
336023,2008,Rajasthan Royals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Rajasthan Royals,runs,65.0,Sawai Mansingh Stadium
336024,2008,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,Mumbai Indians,runs,25.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
336025,2008,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Chennai Super Kings,runs,3.0,"Eden Gardens, Kolkata"
336026,2008,Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,5.0,"M Chinnaswamy Stadium, Bengaluru"
336027,2008,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,6.0,"Eden Gardens, Kolkata"
336028,2008,Punjab Kings,Mumbai Indians,Mumbai Indians,field,Punjab Kings,runs,1.0,"Wankhede Stadium, Mumbai"
336029,2008,Royal Challengers Bengaluru,Chennai Super Kings,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,runs,14.0,"MA Chidambaram Stadium, Chepauk, Chennai"
336031,2008,Deccan Chargers,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,6.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
336032,2008,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,5.0,"Arun Jaitley Stadium, Delhi"
336033,2008,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,Rajasthan Royals,runs,10.0,"MA Chidambaram Stadium, Chepauk, Chennai"
336034,2008,Royal Challengers Bengaluru,Deccan Chargers,Deccan Chargers,field,Royal Challengers Bengaluru,runs,3.0,"M Chinnaswamy Stadium, Bengaluru"
336035,2008,Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,Kolkata Knight Riders,wickets,3.0,"Eden Gardens, Kolkata"
336036,2008,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,5.0,Sawai Mansingh Stadium
336037,2008,Deccan Chargers,Chennai Super Kings,Deccan Chargers,bat,Chennai Super Kings,wickets,7.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
336038,2008,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Rajasthan Royals,runs,105.0,"Wankhede Stadium, Mumbai"
336039,2008,Punjab Kings,Chennai Super Kings,Punjab Kings,bat,Chennai Super Kings,wickets,9.0,"Wankhede Stadium, Mumbai"
336040,2008,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,3.0,"Dr DY Patil Sports Academy, Mumbai"
392181,2009,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Mumbai Indians,runs,19.0,Newlands
392182,2009,Royal Challengers Bengaluru,Rajasthan Royals,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,runs,75.0,Newlands
392183,2009,Punjab Kings,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,10.0,Newlands
392184,2009,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,Deccan Chargers,wickets,8.0,Newlands
392185,2009,Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,bat,Chennai Super Kings,runs,92.0,St George's Park
392186,2009,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,runs,11.0,Kingsmead
392188,2009,Deccan Chargers,Royal Challengers Bengaluru,Deccan Chargers,bat,Deccan Chargers,runs,24.0,Newlands
392189,2009,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,Delhi Capitals,runs,9.0,Kingsmead
392190,2009,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,,,,Newlands
392191,2009,Royal Challengers Bengaluru,Punjab Kings,Royal Challengers Bengaluru,bat,Punjab Kings,wickets,7.0,Kingsmead
392192,2009,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,Deccan Chargers,runs,12.0,Kingsmead
392194,2009,Royal Challengers Bengaluru,Delhi Capitals,Royal Challengers Bengaluru,bat,Delhi Capitals,wickets,6.0,St George's Park
392195,2009,Punjab Kings,Rajasthan Royals,Punjab Kings,bat,Punjab Kings,runs,27.0,Newlands
392196,2009,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,wickets,6.0,Kingsmead
392197,2009,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,Mumbai Indians,runs,92.0,St George's Park
392198,2009,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,Rajasthan Royals,wickets,5.0,SuperSport Park
392199,2009,Kolkata Knight Riders,Royal Challengers Bengaluru,Kolkata Knight Riders,bat,Royal Challengers Bengaluru,wickets,5.0,Kingsmead
392200,2009,Punjab Kings,Mumbai Indians,Punjab Kings,bat,Punjab Kings,runs,3.0,Kingsmead
392201,2009,Deccan Chargers,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,6.0,SuperSport Park
392202,2009,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Chennai Super Kings,runs,38.0,SuperSport Park
392203,2009,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,Mumbai Indians,runs,9.0,Buffalo Park
392204,2009,Royal Challengers Bengaluru,Punjab Kings,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,runs,8.0,Kingsmead
392205,2009,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,Rajasthan Royals,wickets,3.0,St George's Park
392206,2009,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,Chennai Super Kings,runs,18.0,New Wanderers Stadium
392207,2009,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,Punjab Kings,wickets,6.0,St George's Park
392208,2009,Mumbai Indians,Royal Challengers Bengaluru,Mumbai Indians,bat,Royal Challengers Bengaluru,wickets,9.0,New Wanderers Stadium
392209,2009,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,Chennai Super Kings,runs,78.0,Buffalo Park
392210,2009,Rajasthan Royals,Punjab Kings,Punjab Kings,field,Rajasthan Royals,runs,78.0,Kingsmead
392211,2009,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,Delhi Capitals,wickets,9.0,Kingsmead
392212,2009,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,Deccan Chargers,runs,19.0,SuperSport Park
392213,2009,Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,7.0,SuperSport Park
392214,2009,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,Chennai Super Kings,runs,12.0,SuperSport Park
392215,2009,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,Delhi Capitals,wickets,7.0,Buffalo Park
392216,2009,Deccan Chargers,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,3.0,De Beers Diamond Oval
392217,2009,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,Chennai Super Kings,wickets,7.0,De Beers Diamond Oval
392218,2009,Mumbai Indians,Royal Challengers Bengaluru,Mumbai Indians,bat,Mumbai Indians,runs,16.0,St George's Park
392219,2009,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,7.0,New Wanderers Stadium
392220,2009,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,Deccan Chargers,runs,53.0,De Beers Diamond Oval
392221,2009,Kolkata Knight Riders,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,6.0,SuperSport Park
392222,2009,Punjab Kings,Mumbai Indians,Punjab Kings,bat,Mumbai Indians,wickets,8.0,SuperSport Park
392223,2009,Delhi Capitals,Deccan Chargers,Deccan Chargers,field,Delhi Capitals,runs,12.0,Kingsmead
392224,2009,Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,bat,Royal Challengers Bengaluru,wickets,2.0,Kingsmead
392225,2009,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Rajasthan Royals,runs,2.0,Kingsmead
392226,2009,Delhi Capitals,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,6.0,OUTsurance Oval
392227,2009,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Chennai Super Kings,wickets,7.0,St George's Park
392228,2009,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,wickets,6.0,New Wanderers Stadium
392229,2009,Punjab Kings,Deccan Chargers,Deccan Chargers,field,Punjab Kings,runs,1.0,New Wanderers Stadium
392230,2009,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,Delhi Capitals,runs,14.0,OUTsurance Oval
392231,2009,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Kolkata Knight Riders,wickets,7.0,SuperSport Park
392232,2009,Delhi Capitals,Royal Challengers Bengaluru,Delhi Capitals,bat,Royal Challengers Bengaluru,wickets,7.0,New Wanderers Stadium
392233,2009,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,4.0,Kingsmead
392234,2009,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,Chennai Super Kings,runs,24.0,Kingsmead
392235,2009,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,4.0,SuperSport Park
392236,2009,Royal Challengers Bengaluru,Deccan Chargers,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,runs,12.0,SuperSport Park
392237,2009,Delhi Capitals,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,wickets,6.0,SuperSport Park
392238,2009,Chennai Super Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,6.0,New Wanderers Stadium
392239,2009,Deccan Chargers,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Deccan Chargers,runs,6.0,New Wanderers Stadium
419106,2010,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,field,Kolkata Knight Riders,runs,11.0,"Dr DY Patil Sports Academy, Mumbai"
419107,2010,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Mumbai Indians,runs,4.0,Brabourne Stadium
419108,2010,Punjab Kings,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,5.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
419109,2010,Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,7.0,"Eden Gardens, Kolkata"
419110,2010,Deccan Chargers,Chennai Super Kings,Deccan Chargers,bat,Deccan Chargers,runs,31.0,"MA Chidambaram Stadium, Chepauk, Chennai"
419111,2010,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,6.0,"Sardar Patel Stadium, Motera"
419112,2010,Punjab Kings,Royal Challengers Bengaluru,Punjab Kings,bat,Royal Challengers Bengaluru,wickets,8.0,"M Chinnaswamy Stadium, Bengaluru"
419113,2010,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Chennai Super Kings,runs,55.0,"Eden Gardens, Kolkata"
419114,2010,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Mumbai Indians,runs,98.0,"Arun Jaitley Stadium, Delhi"
419115,2010,Rajasthan Royals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,10.0,"M Chinnaswamy Stadium, Bengaluru"
419116,2010,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,Chennai Super Kings,wickets,5.0,"Arun Jaitley Stadium, Delhi"
419117,2010,Deccan Chargers,Punjab Kings,Punjab Kings,field,Deccan Chargers,runs,6.0,Barabati Stadium
419118,2010,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Rajasthan Royals,runs,34.0,"Sardar Patel Stadium, Motera"
419119,2010,Mumbai Indians,Royal Challengers Bengaluru,Mumbai Indians,bat,Royal Challengers Bengaluru,wickets,7.0,Brabourne Stadium
419120,2010,Deccan Chargers,Delhi Capitals,Deccan Chargers,bat,Deccan Chargers,runs,10.0,Barabati Stadium
419121,2010,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,,,,"MA Chidambaram Stadium, Chepauk, Chennai"
419122,2010,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,Mumbai Indians,wickets,7.0,Brabourne Stadium
419123,2010,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,field,Royal Challengers Bengaluru,runs,36.0,"M Chinnaswamy Stadium, Bengaluru"
419124,2010,Rajasthan Royals,Punjab Kings,Punjab Kings,field,Rajasthan Royals,runs,31.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
419125,2010,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,5.0,"Brabourne Stadium, Mumbai"
419126,2010,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,Rajasthan Royals,wickets,8.0,"Sardar Patel Stadium, Motera"
419127,2010,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,39.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
419128,2010,Delhi Capitals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Delhi Capitals,runs,17.0,"M Chinnaswamy Stadium, Bengaluru"
419129,2010,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,Rajasthan Royals,runs,17.0,"Sardar Patel Stadium, Motera"
419130,2010,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,Mumbai Indians,runs,41.0,"Dr DY Patil Sports Academy, Mumbai"
419131,2010,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,Delhi Capitals,runs,40.0,"Arun Jaitley Stadium, Delhi"
419132,2010,Punjab Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,4.0,Brabourne Stadium
419133,2010,Royal Challengers Bengaluru,Chennai Super Kings,Royal Challengers Bengaluru,bat,Chennai Super Kings,wickets,5.0,"MA Chidambaram Stadium, Chepauk, Chennai"
419134,2010,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,Delhi Capitals,runs,67.0,"Arun Jaitley Stadium, Delhi"
419135,2010,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,24.0,"Eden Gardens, Kolkata"
419136,2010,Punjab Kings,Royal Challengers Bengaluru,Punjab Kings,bat,Royal Challengers Bengaluru,wickets,6.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
419137,2010,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Chennai Super Kings,runs,23.0,"MA Chidambaram Stadium, Chepauk, Chennai"
419138,2010,Mumbai Indians,Deccan Chargers,Mumbai Indians,bat,Mumbai Indians,runs,63.0,Brabourne Stadium
419139,2010,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,Punjab Kings,wickets,8.0,"Eden Gardens, Kolkata"
419140,2010,Delhi Capitals,Royal Challengers Bengaluru,Delhi Capitals,bat,Delhi Capitals,runs,37.0,"Arun Jaitley Stadium, Delhi"
419141,2010,Rajasthan Royals,Deccan Chargers,Rajasthan Royals,bat,Rajasthan Royals,runs,2.0,"Vidarbha Cricket Association Stadium, Jamtha"
419142,2010,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Chennai Super Kings,runs,24.0,"MA Chidambaram Stadium, Chepauk, Chennai"
